Status,table_name,column_name,description,Note
,medpar_all,INTNSV_CARE_CHRG_AMT,Intensive care accommodations related to beneficiarys stay ($),
,medpar_all,CRNRY_CARE_CHRG_AMT,Coronary care accommodations related to beneficiarys stay ($),
,medpar_all,OTHR_SRVC_CHRG_AMT,Other services related to beneficiarys stay ($),
,medpar_all,PHRMCY_CHRG_AMT,Pharmaceutical costs related to beneficiarys stay ($),
,medpar_all,MDCL_SUPLY_CHRG_AMT,Medical/surgical supplies related to beneficiarys stay ($),
,medpar_all,DME_CHRG_AMT,DME related to beneficiarys stay ($),
,medpar_all,USED_DME_CHRG_AMT,Used DME related to beneficiarys stay ($),
,medpar_all,PHYS_THRPY_CHRG_AMT,Physical therapy services provided during beneficiarys stay ($),
,medpar_all,OCPTNL_THRPY_CHRG_AMT,Occupational therapy services provided during beneficiarys stay ($),
,medpar_all,SPCH_PTHLGY_CHRG_AMT,Speech pathology services provided during beneficiarys stay ($),
,medpar_all,INHLTN_THRPY_CHRG_AMT,Inhalation therapy services provided during beneficiarys stay ($),
,medpar_all,BLOOD_CHRG_AMT,Blood provided during beneficiarys stay ($),
,medpar_all,BLOOD_ADMIN_CHRG_AMT,Blood storage and processing related to beneficiarys stay ($),
,medpar_all,BLOOD_PT_FRNSH_QTY,Quantity of blood (whole pints) furnished to beneficiary during stay,
,medpar_all,OPRTG_ROOM_CHRG_AMT,"OR, recovery rm, and labor rm delivery used by bene during stay ($)",
,medpar_all,LTHTRPSY_CHRG_AMT,Lithotripsy services provided during beneficiarys stay ($),
,medpar_all,CRDLGY_CHRG_AMT,Cardiology services and ECG(s) provided during beneficiarys stay ($),
,medpar_all,ANSTHSA_CHRG_AMT,Anesthesia services provided during beneficiarys stay ($),
,medpar_all,LAB_CHRG_AMT,Laboratory costs related to beneficiarys stay ($),
,medpar_all,RDLGY_CHRG_AMT,Radiology costs (excluding MRI) related to a beneficiarys stay ($),
,medpar_all,MRI_CHRG_AMT,MRI services provided during beneficiarys stay ($),
,medpar_all,OP_SRVC_CHRG_AMT,Outpatient services provided during beneficiarys stay ($),
,medpar_all,ER_CHRG_AMT,Emergency room services provided during beneficiarys stay ($),
,medpar_all,AMBLNC_CHRG_AMT,Ambulance services related to beneficiarys stay ($),
,medpar_all,PROFNL_FEES_CHRG_AMT,Professional fees related to beneficiarys stay ($),
,medpar_all,ORGN_ACQSTN_CHRG_AMT,Organ acquisition or oth donor bank srvcs related to benes stay ($),
,medpar_all,ESRD_REV_SETG_CHRG_AMT,ESRD services related to beneficiarys stay ($),
,medpar_all,CLNC_VISIT_CHRG_AMT,Clinic visits related to beneficiarys stay ($),
,medpar_all,ICU_IND_CD,ICU type code,
,medpar_all,CRNRY_CARE_IND_CD,Coronary care unit type code,
,medpar_all,PHRMCY_IND_CD,Drugs type code,
,medpar_all,TRNSPLNT_IND_CD,Organ transplant code,
,medpar_all,RDLGY_ONCLGY_IND_SW,Radiology oncology services indicator,
,medpar_all,RDLGY_DGNSTC_IND_SW,Radiology diagnostic services indicator,
,medpar_all,RDLGY_THRPTC_IND_SW,Radiology therapeutic services indicator,
,medpar_all,RDLGY_NUCLR_MDCN_IND_SW,Radiology nuclear medicine services indicator,
,medpar_all,RDLGY_CT_SCAN_IND_SW,Radiology computed tomographic (CT) scan services indicator,
,medpar_all,RDLGY_OTHR_IMGNG_IND_SW,Radiology other imaging services indicator,
,medpar_all,OP_SRVC_IND_CD,Outpatient services/ambulatory surgical care code,
,medpar_all,ORGN_ACQSTN_IND_CD,Organ acquisition type code,
,medpar_all,ESRD_COND_CD,ESRD condition code,
,medpar_all,ESRD_SETG_IND_1_CD,Dialysis type code I,
,medpar_all,ESRD_SETG_IND_2_CD,Dialysis type code II,
,medpar_all,ESRD_SETG_IND_3_CD,Dialysis type code III,
,medpar_all,ESRD_SETG_IND_4_CD,Dialysis type code IV,
,medpar_all,ESRD_SETG_IND_5_CD,Dialysis type code V,
,medpar_all,ADMTG_DGNS_CD,Initial diagnosis at time of admission,
,medpar_all,ADMTG_DGNS_VRSN_CD,MEDPAR Admitting Diagnosis Version Code,
,medpar_all,DGNS_CD_CNT,Diagnosis codes included in stay,
A,medpar_all,DGNS_VRSN_CD,Version Code - Indicate if diagnosis code is ICD-9 or ICD-10 (Earlier Version),
A,medpar_all,DGNS_VRSN_CD_1,Version Code 01 - Indicate if diagnosis code is ICD-9 or ICD-10.,
A,medpar_all,DGNS_VRSN_CD_2,Version Code 02 - Indicate if diagnosis code is ICD-9 or ICD-10.,
A,medpar_all,DGNS_VRSN_CD_3,Version Code 03 - Indicate if diagnosis code is ICD-9 or ICD-10.,
A,medpar_all,DGNS_VRSN_CD_4,Version Code 04 - Indicate if diagnosis code is ICD-9 or ICD-10.,
A,medpar_all,DGNS_VRSN_CD_5,Version Code 05 - Indicate if diagnosis code is ICD-9 or ICD-10.,
A,medpar_all,DGNS_VRSN_CD_6,Version Code 06 - Indicate if diagnosis code is ICD-9 or ICD-10.,
A,medpar_all,DGNS_VRSN_CD_7,Version Code 07 - Indicate if diagnosis code is ICD-9 or ICD-10.,
A,medpar_all,DGNS_VRSN_CD_8,Version Code 08 - Indicate if diagnosis code is ICD-9 or ICD-10.,
A,medpar_all,DGNS_VRSN_CD_9,Version Code 09 - Indicate if diagnosis code is ICD-9 or ICD-10.,
A,medpar_all,DGNS_VRSN_CD_10,Version Code 10 - Indicate if diagnosis code is ICD-9 or ICD-10.,
A,medpar_all,DGNS_VRSN_CD_11,Version Code 11 - Indicate if diagnosis code is ICD-9 or ICD-10.,
A,medpar_all,DGNS_VRSN_CD_12,Version Code 12 - Indicate if diagnosis code is ICD-9 or ICD-10.,
A,medpar_all,DGNS_VRSN_CD_13,Version Code 13 - Indicate if diagnosis code is ICD-9 or ICD-10.,
A,medpar_all,DGNS_VRSN_CD_14,Version Code 14 - Indicate if diagnosis code is ICD-9 or ICD-10.,
A,medpar_all,DGNS_VRSN_CD_15,Version Code 15 - Indicate if diagnosis code is ICD-9 or ICD-10.,
A,medpar_all,DGNS_VRSN_CD_16,Version Code 16 - Indicate if diagnosis code is ICD-9 or ICD-10.,
A,medpar_all,DGNS_VRSN_CD_17,Version Code 17 - Indicate if diagnosis code is ICD-9 or ICD-10.,
A,medpar_all,DGNS_VRSN_CD_18,Version Code 18 - Indicate if diagnosis code is ICD-9 or ICD-10.,
A,medpar_all,DGNS_VRSN_CD_19,Version Code 19 - Indicate if diagnosis code is ICD-9 or ICD-10.,
A,medpar_all,DGNS_VRSN_CD_20,Version Code 20 - Indicate if diagnosis code is ICD-9 or ICD-10.,
A,medpar_all,DGNS_VRSN_CD_21,Version Code 21 - Indicate if diagnosis code is ICD-9 or ICD-10.,
A,medpar_all,DGNS_VRSN_CD_22,Version Code 22 - Indicate if diagnosis code is ICD-9 or ICD-10.,
A,medpar_all,DGNS_VRSN_CD_23,Version Code 23 - Indicate if diagnosis code is ICD-9 or ICD-10.,
A,medpar_all,DGNS_VRSN_CD_24,Version Code 24 - Indicate if diagnosis code is ICD-9 or ICD-10.,
A,medpar_all,DGNS_VRSN_CD_25,Version Code 25 - Indicate if diagnosis code is ICD-9 or ICD-10.,
A,medpar_all,DGNS_1_CD,Primary ICD-9-CM code,
A,medpar_all,DGNS_2_CD,ICD-9-CM Diagnosis code II,
A,medpar_all,DGNS_3_CD,ICD-9-CM Diagnosis code III,
A,medpar_all,DGNS_4_CD,ICD-9-CM Diagnosis code IV,
A,medpar_all,DGNS_5_CD,ICD-9-CM Diagnosis code V,
A,medpar_all,DGNS_6_CD,ICD-9-CM Diagnosis code VI,
A,medpar_all,DGNS_7_CD,ICD-9-CM Diagnosis code VII,
A,medpar_all,DGNS_8_CD,ICD-9-CM Diagnosis code VIII,
A,medpar_all,DGNS_9_CD,ICD-9-CM Diagnosis code IX,
A,medpar_all,DGNS_10_CD,ICD-9-CM Diagnosis code X,
A,medpar_all,DGNS_11_CD,ICD-9-CM Diagnosis code XI,
A,medpar_all,DGNS_12_CD,ICD-9-CM Diagnosis code XII,
A,medpar_all,DGNS_13_CD,ICD-9-CM Diagnosis code XIII,
A,medpar_all,DGNS_14_CD,ICD-9-CM Diagnosis code XIV,
A,medpar_all,DGNS_15_CD,ICD-9-CM Diagnosis code XV,
A,medpar_all,DGNS_16_CD,ICD-9-CM Diagnosis code XVI,
A,medpar_all,DGNS_17_CD,ICD-9-CM Diagnosis code XVII,
A,medpar_all,DGNS_18_CD,ICD-9-CM Diagnosis code XVIII,
A,medpar_all,DGNS_19_CD,ICD-9-CM Diagnosis code XIX,
A,medpar_all,DGNS_20_CD,ICD-9-CM Diagnosis code XX,
A,medpar_all,DGNS_21_CD,ICD-9-CM Diagnosis code XXI,
A,medpar_all,DGNS_22_CD,ICD-9-CM Diagnosis code XXII,
A,medpar_all,DGNS_23_CD,ICD-9-CM Diagnosis code XXIII,
A,medpar_all,DGNS_24_CD,ICD-9-CM Diagnosis code XXIV,
A,medpar_all,DGNS_25_CD,ICD-9-CM Diagnosis code XXV,
,medpar_all,DGNS_POA_CD,Diagnosis Code POA Array,
,medpar_all,POA_DGNS_CD_CNT,MEDPAR Claim Present on Admission Diagnosis Code Count,
,medpar_all,POA_DGNS_1_IND_CD,Diagnosis Present on Admission Indicator 1,
,medpar_all,POA_DGNS_2_IND_CD,Diagnosis Present on Admission Indicator 2,
,medpar_all,POA_DGNS_3_IND_CD,Diagnosis Present on Admission Indicator 3,
,medpar_all,POA_DGNS_4_IND_CD,Diagnosis Present on Admission Indicator 4,
,medpar_all,POA_DGNS_5_IND_CD,Diagnosis Present on Admission Indicator 5,
,medpar_all,POA_DGNS_6_IND_CD,Diagnosis Present on Admission Indicator 6,
,medpar_all,POA_DGNS_7_IND_CD,Diagnosis Present on Admission Indicator 7,
,medpar_all,POA_DGNS_8_IND_CD,Diagnosis Present on Admission Indicator 8,
,medpar_all,POA_DGNS_9_IND_CD,Diagnosis Present on Admission Indicator 9,
,medpar_all,POA_DGNS_10_IND_CD,Diagnosis Present on Admission Indicator 10,
,medpar_all,POA_DGNS_11_IND_CD,Diagnosis Present on Admission Indicator 11,
,medpar_all,POA_DGNS_12_IND_CD,Diagnosis Present on Admission Indicator 12,
,medpar_all,POA_DGNS_13_IND_CD,Diagnosis Present on Admission Indicator 13,
,medpar_all,POA_DGNS_14_IND_CD,Diagnosis Present on Admission Indicator 14,
,medpar_all,POA_DGNS_15_IND_CD,Diagnosis Present on Admission Indicator 15,
,medpar_all,POA_DGNS_16_IND_CD,Diagnosis Present on Admission Indicator 16,
,medpar_all,POA_DGNS_17_IND_CD,Diagnosis Present on Admission Indicator 17,
,medpar_all,POA_DGNS_18_IND_CD,Diagnosis Present on Admission Indicator 18,
,medpar_all,POA_DGNS_19_IND_CD,Diagnosis Present on Admission Indicator 19,
,medpar_all,POA_DGNS_20_IND_CD,Diagnosis Present on Admission Indicator 20,
,medpar_all,POA_DGNS_21_IND_CD,Diagnosis Present on Admission Indicator 21,
,medpar_all,POA_DGNS_22_IND_CD,Diagnosis Present on Admission Indicator 22,
,medpar_all,POA_DGNS_23_IND_CD,Diagnosis Present on Admission Indicator 23,
,medpar_all,POA_DGNS_24_IND_CD,Diagnosis Present on Admission Indicator 24,
,medpar_all,POA_DGNS_25_IND_CD,Diagnosis Present on Admission Indicator 25,
,medpar_all,DGNS_E_CD_CNT,MEDPAR Diagnosis E Code Count,
,medpar_all,DGNS_E_VRSN_CD,MEDPAR Diagnosis E Version Code (Earlier Version),
,medpar_all,DGNS_E_VRSN_CD_1,MEDPAR Diagnosis E Version Code 01,
,medpar_all,DGNS_E_VRSN_CD_2,MEDPAR Diagnosis E Version Code 02,
,medpar_all,DGNS_E_VRSN_CD_3,MEDPAR Diagnosis E Version Code 03,
,medpar_all,DGNS_E_VRSN_CD_4,MEDPAR Diagnosis E Version Code 04,
,medpar_all,DGNS_E_VRSN_CD_5,MEDPAR Diagnosis E Version Code 05,
,medpar_all,DGNS_E_VRSN_CD_6,MEDPAR Diagnosis E Version Code 06,
,medpar_all,DGNS_E_VRSN_CD_7,MEDPAR Diagnosis E Version Code 07,
,medpar_all,DGNS_E_VRSN_CD_8,MEDPAR Diagnosis E Version Code 08,
,medpar_all,DGNS_E_VRSN_CD_9,MEDPAR Diagnosis E Version Code 09,
,medpar_all,DGNS_E_VRSN_CD_10,MEDPAR Diagnosis E Version Code 10,
,medpar_all,DGNS_E_VRSN_CD_11,MEDPAR Diagnosis E Version Code 11,
,medpar_all,DGNS_E_VRSN_CD_12,MEDPAR Diagnosis E Version Code 12,
,medpar_all,DGNS_E_1_CD,"E Diagnosis Code  1 - Extrnl cause of injury, poisoning, or oth adverse effect",
,medpar_all,DGNS_E_2_CD,"E Diagnosis Code  2 - Extrnl cause of injury, poisoning, or oth adverse effect",
,medpar_all,DGNS_E_3_CD,"E Diagnosis Code  3 - Extrnl cause of injury, poisoning, or oth adverse effect",
,medpar_all,DGNS_E_4_CD,"E Diagnosis Code  4 - Extrnl cause of injury, poisoning, or oth adverse effect",
,medpar_all,DGNS_E_5_CD,"E Diagnosis Code  5 - Extrnl cause of injury, poisoning, or oth adverse effect",
,medpar_all,DGNS_E_6_CD,"E Diagnosis Code  6 - Extrnl cause of injury, poisoning, or oth adverse effect",
,medpar_all,DGNS_E_7_CD,"E Diagnosis Code  7 - Extrnl cause of injury, poisoning, or oth adverse effect",
,medpar_all,DGNS_E_8_CD,"E Diagnosis Code  8 - Extrnl cause of injury, poisoning, or oth adverse effect",
,medpar_all,DGNS_E_9_CD,"E Diagnosis Code  9 - Extrnl cause of injury, poisoning, or oth adverse effect",
,medpar_all,DGNS_E_10_CD,"E Diagnosis Code  10 - Extrnl cause of injury, poisoning, or oth adverse effect",
,medpar_all,DGNS_E_11_CD,"E Diagnosis Code  11 - Extrnl cause of injury, poisoning, or oth adverse effect",
,medpar_all,DGNS_E_12_CD,"E Diagnosis Code  12 - Extrnl cause of injury, poisoning, or oth adverse effect",
,medpar_all,POA_DGNS_E_CD_CNT,MEDPAR Claim Present on Admission Diagnosis E Code Count,
,medpar_all,POA_DGNS_E_1_IND_CD,Diagnosis E Code Present on Admission Indicator 1,
,medpar_all,POA_DGNS_E_2_IND_CD,Diagnosis E Code Present on Admission Indicator 2,
,medpar_all,POA_DGNS_E_3_IND_CD,Diagnosis E Code Present on Admission Indicator 3,
,medpar_all,POA_DGNS_E_4_IND_CD,Diagnosis E Code Present on Admission Indicator 4,
,medpar_all,POA_DGNS_E_5_IND_CD,Diagnosis E Code Present on Admission Indicator 5,
,medpar_all,POA_DGNS_E_6_IND_CD,Diagnosis E Code Present on Admission Indicator 6,
,medpar_all,POA_DGNS_E_7_IND_CD,Diagnosis E Code Present on Admission Indicator 7,
,medpar_all,POA_DGNS_E_8_IND_CD,Diagnosis E Code Present on Admission Indicator 8,
,medpar_all,POA_DGNS_E_9_IND_CD,Diagnosis E Code Present on Admission Indicator 9,
,medpar_all,POA_DGNS_E_10_IND_CD,Diagnosis E Code Present on Admission Indicator 10,
,medpar_all,POA_DGNS_E_11_IND_CD,Diagnosis E Code Present on Admission Indicator 11,
,medpar_all,POA_DGNS_E_12_IND_CD,Diagnosis E Code Present on Admission Indicator 12,
A,medpar_all,SRGCL_PRCDR_IND_SW,Surgical procedures indicator,
A,medpar_all,SRGCL_PRCDR_CD_CNT,Surgical procedure codes included in stay,
A,medpar_all,SRGCL_PRCDR_VRSN_CD,MEDPAR Surgical Procedure Version Code  (Earlier Version),
A,medpar_all,SRGCL_PRCDR_VRSN_CD_1,MEDPAR Surgical Procedure Version Code 01,
A,medpar_all,SRGCL_PRCDR_VRSN_CD_2,MEDPAR Surgical Procedure Version Code 02,
A,medpar_all,SRGCL_PRCDR_VRSN_CD_3,MEDPAR Surgical Procedure Version Code 03,
A,medpar_all,SRGCL_PRCDR_VRSN_CD_4,MEDPAR Surgical Procedure Version Code 04,
A,medpar_all,SRGCL_PRCDR_VRSN_CD_5,MEDPAR Surgical Procedure Version Code 05,
A,medpar_all,SRGCL_PRCDR_VRSN_CD_6,MEDPAR Surgical Procedure Version Code 06,
A,medpar_all,SRGCL_PRCDR_VRSN_CD_7,MEDPAR Surgical Procedure Version Code 07,
A,medpar_all,SRGCL_PRCDR_VRSN_CD_8,MEDPAR Surgical Procedure Version Code 08,
A,medpar_all,SRGCL_PRCDR_VRSN_CD_9,MEDPAR Surgical Procedure Version Code 09,
A,medpar_all,SRGCL_PRCDR_VRSN_CD_10,MEDPAR Surgical Procedure Version Code 10,
A,medpar_all,SRGCL_PRCDR_VRSN_CD_11,MEDPAR Surgical Procedure Version Code 11,
A,medpar_all,SRGCL_PRCDR_VRSN_CD_12,MEDPAR Surgical Procedure Version Code 12,
A,medpar_all,SRGCL_PRCDR_VRSN_CD_13,MEDPAR Surgical Procedure Version Code 13,
A,medpar_all,SRGCL_PRCDR_VRSN_CD_14,MEDPAR Surgical Procedure Version Code 14,
A,medpar_all,SRGCL_PRCDR_VRSN_CD_15,MEDPAR Surgical Procedure Version Code 15,
A,medpar_all,SRGCL_PRCDR_VRSN_CD_16,MEDPAR Surgical Procedure Version Code 16,
A,medpar_all,SRGCL_PRCDR_VRSN_CD_17,MEDPAR Surgical Procedure Version Code 17,
A,medpar_all,SRGCL_PRCDR_VRSN_CD_18,MEDPAR Surgical Procedure Version Code 18,
A,medpar_all,SRGCL_PRCDR_VRSN_CD_19,MEDPAR Surgical Procedure Version Code 19,
A,medpar_all,SRGCL_PRCDR_VRSN_CD_20,MEDPAR Surgical Procedure Version Code 20,
A,medpar_all,SRGCL_PRCDR_VRSN_CD_21,MEDPAR Surgical Procedure Version Code 21,
A,medpar_all,SRGCL_PRCDR_VRSN_CD_22,MEDPAR Surgical Procedure Version Code 22,
A,medpar_all,SRGCL_PRCDR_VRSN_CD_23,MEDPAR Surgical Procedure Version Code 23,
A,medpar_all,SRGCL_PRCDR_VRSN_CD_24,MEDPAR Surgical Procedure Version Code 24,
A,medpar_all,SRGCL_PRCDR_VRSN_CD_25,MEDPAR Surgical Procedure Version Code 25,
A,medpar_all,SRGCL_PRCDR_1_CD,Principal Procedure code,
A,medpar_all,SRGCL_PRCDR_2_CD,Procedure Code II,
A,medpar_all,SRGCL_PRCDR_3_CD,Procedure Code III,
A,medpar_all,SRGCL_PRCDR_4_CD,Procedure Code IV,
A,medpar_all,SRGCL_PRCDR_5_CD,Procedure Code V,
A,medpar_all,SRGCL_PRCDR_6_CD,Procedure Code VI,
A,medpar_all,SRGCL_PRCDR_7_CD,Procedure Code VII,
A,medpar_all,SRGCL_PRCDR_8_CD,Procedure Code VIII,
A,medpar_all,SRGCL_PRCDR_9_CD,Procedure Code IX,
A,medpar_all,SRGCL_PRCDR_10_CD,Procedure Code X,
A,medpar_all,SRGCL_PRCDR_11_CD,Procedure Code XI,
A,medpar_all,SRGCL_PRCDR_12_CD,Procedure Code XII,
A,medpar_all,SRGCL_PRCDR_13_CD,Procedure Code XIII,
A,medpar_all,SRGCL_PRCDR_14_CD,Procedure Code XIV,
A,medpar_all,SRGCL_PRCDR_15_CD,Procedure Code XV,
A,medpar_all,SRGCL_PRCDR_16_CD,Procedure Code XVI,
A,medpar_all,SRGCL_PRCDR_17_CD,Procedure Code XVII,
A,medpar_all,SRGCL_PRCDR_18_CD,Procedure Code XVIII,
A,medpar_all,SRGCL_PRCDR_19_CD,Procedure Code XIX,
A,medpar_all,SRGCL_PRCDR_20_CD,Procedure Code XX,
A,medpar_all,SRGCL_PRCDR_21_CD,Procedure Code XXI,
A,medpar_all,SRGCL_PRCDR_22_CD,Procedure Code XXII,
A,medpar_all,SRGCL_PRCDR_23_CD,Procedure Code XXIII,
A,medpar_all,SRGCL_PRCDR_24_CD,Procedure Code XXIV,
A,medpar_all,SRGCL_PRCDR_25_CD,Procedure Code XXV,
A,medpar_all,SRGCL_PRCDR_DT_CNT,Dates associated with surgical procedures included in stay,
A,medpar_all,SRGCL_PRCDR_PRFRM_1_DT,Principal Procedure Date,
A,medpar_all,SRGCL_PRCDR_PRFRM_2_DT,Procedure Date II,
A,medpar_all,SRGCL_PRCDR_PRFRM_3_DT,Procedure Date III,
A,medpar_all,SRGCL_PRCDR_PRFRM_4_DT,Procedure Date IV,
A,medpar_all,SRGCL_PRCDR_PRFRM_5_DT,Procedure Date V,
A,medpar_all,SRGCL_PRCDR_PRFRM_6_DT,Procedure Date VI,
A,medpar_all,SRGCL_PRCDR_PRFRM_7_DT,Procedure Date VII,
A,medpar_all,SRGCL_PRCDR_PRFRM_8_DT,Procedure Date VIII,
A,medpar_all,SRGCL_PRCDR_PRFRM_9_DT,Procedure Date IX,
A,medpar_all,SRGCL_PRCDR_PRFRM_10_DT,Procedure Date X,
A,medpar_all,SRGCL_PRCDR_PRFRM_11_DT,Procedure Date XI,
A,medpar_all,SRGCL_PRCDR_PRFRM_12_DT,Procedure Date XII,
A,medpar_all,SRGCL_PRCDR_PRFRM_13_DT,Procedure Date XIII,
A,medpar_all,SRGCL_PRCDR_PRFRM_14_DT,Procedure Date XIV,
A,medpar_all,SRGCL_PRCDR_PRFRM_15_DT,Procedure Date XV,
A,medpar_all,SRGCL_PRCDR_PRFRM_16_DT,Procedure Date XVI,
A,medpar_all,SRGCL_PRCDR_PRFRM_17_DT,Procedure Date XVII,
A,medpar_all,SRGCL_PRCDR_PRFRM_18_DT,Procedure Date XVIII,
A,medpar_all,SRGCL_PRCDR_PRFRM_19_DT,Procedure Date XIX,
A,medpar_all,SRGCL_PRCDR_PRFRM_20_DT,Procedure Date XX,
A,medpar_all,SRGCL_PRCDR_PRFRM_21_DT,Procedure Date XXI,
A,medpar_all,SRGCL_PRCDR_PRFRM_22_DT,Procedure Date XXII,
A,medpar_all,SRGCL_PRCDR_PRFRM_23_DT,Procedure Date XXIII,
A,medpar_all,SRGCL_PRCDR_PRFRM_24_DT,Procedure Date XXIV,
A,medpar_all,SRGCL_PRCDR_PRFRM_25_DT,Procedure Date XXV,
,medpar_all,CLM_PTNT_RLTNSHP_CD,Claim Patient Relationship Code,
,medpar_all,CARE_IMPRVMT_MODEL_1_CD,Care Improvement Model 1 Code,
,medpar_all,CARE_IMPRVMT_MODEL_2_CD,Care Improvement Model 2 Code,
,medpar_all,CARE_IMPRVMT_MODEL_3_CD,Care Improvement Model 3 Code,
,medpar_all,CARE_IMPRVMT_MODEL_4_CD,Care Improvement Model 4 Code,
,medpar_all,VBP_PRTCPNT_IND_CD,VBP Participant Indicator Code,
,medpar_all,HRR_PRTCPNT_IND_CD,HRR Participant Indicator Code,
,medpar_all,BNDLD_MODEL_DSCNT_PCT,Bundled Model Discount Percent,
,medpar_all,VBP_ADJSTMT_PCT,VBP Adjustment Percent,
,medpar_all,HRR_ADJSTMT_PCT,HRR Adjustment Percent,
,medpar_all,INFRMTL_ENCTR_IND_SW,Informational Encounter Indicator Switch,
,medpar_all,MA_TCHNG_IND_SW,MA Teaching Indicator Switch,
,medpar_all,PROD_RPLCMT_LIFECYC_SW,Prod Replacement Lifecycle Switch,
,medpar_all,PROD_RPLCMT_RCLL_SW,Prod Replacement Recall Switch,
,medpar_all,CRED_RCVD_RPLCD_DVC_SW,Credit Received Replaced Device Switch,
,medpar_all,OBSRVTN_SW,Observation Switch,
,medpar_all,NEW_TCHNLGY_ADD_ON_AMT,New Technology Add-On Amount,
,medpar_all,BASE_OPRTG_DRG_AMT,Base Operating DRG Amount,
,medpar_all,OPRTG_HSP_AMT,Operating Hospital Amount,
,medpar_all,MDCL_SRGCL_GNRL_AMT,Medical/Surgical General Amount,
,medpar_all,MDCL_SRGCL_NSTRL_AMT,Medical/Surgical Non-Sterile Amount,
,medpar_all,MDCL_SRGCL_STRL_AMT,Medical/Surgical Sterile Amount,
,medpar_all,TAKE_HOME_AMT,Take Home Amount,
,medpar_all,PRSTHTC_ORTHTC_AMT,Prosthetic Orthotic Amount,
,medpar_all,MDCL_SRGCL_PCMKR_AMT,Medical/Surgical Pacemaker Amount,
,medpar_all,INTRAOCULAR_LENS_AMT,Intraocular Lens Amount,
,medpar_all,OXYGN_TAKE_HOME_AMT,Oxygen Take Home Amount,
,medpar_all,OTHR_IMPLANTS_AMT,Other Implants Amount,
,medpar_all,OTHR_SUPLIES_DVC_AMT,Other Supplies Device Amount,
,medpar_all,INCDNT_RDLGY_AMT,Incident Radiology Amount,
,medpar_all,INCDNT_DGNSTC_SRVCS_AMT,Incident Diagnostic Services Amount,
,medpar_all,MDCL_SRGCL_DRSNG_AMT,Medical/Surgical Dressing Amount,
,medpar_all,INVSTGTNL_DVC_AMT,Investigational Device Amount,
,medpar_all,MDCL_SRGCL_MISC_AMT,Medical/Surgical Miscellaneous Amount,
,medpar_all,RDLGY_ONCOLOGY_AMT,Radiology/Oncology Amount,
,medpar_all,RDLGY_DGNSTC_AMT,Radiology Diagnostic Amount,
,medpar_all,RDLGY_THRPTC_AMT,Radiology Therapeutic Amount,
,medpar_all,RDLGY_NUCLR_MDCN_AMT,Radiology Nuclear Medicine Amount,
,medpar_all,RDLGY_CT_SCAN_AMT,Radiology CT Scan Amount,
,medpar_all,RDLGY_OTHR_IMGNG_AMT,Radiology Other Imaging Amount,
,medpar_all,OPRTG_ROOM_AMT,Operating Room Amount,
,medpar_all,OR_LABOR_DLVRY_AMT,O/R Labor Delivery Amount,
,medpar_all,CRDC_CATHRZTN_AMT,Cardiac Catheterization Amount,
,medpar_all,SQSTRTN_RDCTN_AMT,Sequestration Reduction Amount,
,medpar_all,UNCOMPD_CARE_PYMT_AMT,Uncompensated Care Payment Amount,
,medpar_all,BNDLD_ADJSTMT_AMT,Bundled Adjustment Amount,
,medpar_all,VBP_ADJSTMT_AMT,Hospital Value Based Purchasing (VBP) Amount,
,medpar_all,HRR_ADJSTMT_AMT,Hospital Readmission Reduction (HRR) Adjustment Amount,
,medpar_all,EHR_PYMT_ADJSTMT_AMT,Electronic Health Record (EHR) Payment Adjustment Amount,
,medpar_all,PPS_STD_VAL_PYMT_AMT,Claim PPS Standard Value Payment Amount,
,medpar_all,FINL_STD_AMT,Claim Final Standard Amount,
,medpar_all,IPPS_FLEX_PYMT_6_AMT,IPPS Flexible Payment Amount I,
,medpar_all,IPPS_FLEX_PYMT_7_AMT,IPPS Flexible Payment Amount II,
,medpar_all,PTNT_ADD_ON_PYMT_AMT,Revenue Center Patient/Initial Visit Add-On Amount,
,medpar_all,HAC_PGM_RDCTN_IND_SW,Hospital Acquired Conditions (HAC) Program Reduction Indicator Switch,
,medpar_all,PGM_RDCTN_IND_SW,Electronic Health Records (EHR) Program Reduction Indicator Switch,
,medpar_all,PA_IND_CD,Claim Prior Authorization Indicator Code,
,medpar_all,UNIQ_TRKNG_NUM,Claim Unique Tracking Number,
,medpar_all,STAY_2_IND_SW,Stay 2 Indicator Switch,
,pde,PDE_ID,Encrypted 723 PDE ID,
,pde,BENE_ID,Encrypted 723 Beneficiary ID,
,pde,SRVC_DT,RX Service Date (DOS),
,pde,SRVC_PRVDR_ID_QLFYR_CD,Service Provider ID Qualifier Code,
,pde,SRVC_PRVDR_ID,Service Provider ID,
,pde,PRSCRBR_ID_QLFYR_CD,Prescriber ID Qualifier Code,
,pde,PRSCRBR_ID,Prescriber ID,
,pde,PROD_SRVC_ID,Product Service ID,
,pde,DAW_PROD_SLCTN_CD,Dispense as Written (DAW) Product Selection Code,
,pde,QTY_DSPNSD_NUM,Quantity Dispensed,
,pde,DAYS_SUPLY_NUM,Days Supply,
,pde,DSPNSNG_STUS_CD,Dispensing Status Code,
,pde,DRUG_CVRG_STUS_CD,Drug Coverage Status Code,
,pde,GDC_BLW_OOPT_AMT,Gross Drug Cost Below Out-of-Pocket Threshold (GDCB),
,pde,GDC_ABV_OOPT_AMT,Gross Drug Cost Above Out-of-Pocket Threshold (GDCA),
